full_context,answer,grade,split
"According to a renowned French scholar, the growth in the size and complexity of human populations was the driving force in the evolution of science. Early, small communities had to concentrate all their physical and mental effort on survival; their thoughts were focused on food and religion. As communities became larger, some people had time to reflect and debate. They found that they could understand and predict events better if they reduced passion and prejudice, replacing these with observation and inference. But while a large population may have been necessary, in itself it was not sufficient for science to germinate. Some empires were big, but the rigid social control required to hold an empire together was not beneficial to science, just as it was not beneficial to reason. The early nurturing and later flowering of science required a large and loosely structured, competitive community to support original thought and freewheeling incentive. The rise in commerce and the decline of authoritarian religion allowed science to follow reason in seventeenth-century Europe.",5,3,train
"Over a period of time the buildings which housed social, legal, religious, and other rituals evolved into forms that we subsequently have come to recognize and associate with those buildings’ function. This is a two-way process; the building provides the physical environment and setting for a particular social ritual such as traveling by train or going to the theater, as well as the symbolic setting. The meaning of buildings evolves and becomes established by experience and we in turn read our experience into buildings. Buildings arouse an empathetic reaction in us through these projected experiences, and the strength of these reactions is determined by our culture, our beliefs, and our expectations. They tell stories, for their form and spatial organization give us hints about how they should be used. Their physical layout encourages some uses and inhibits others; we do not go backstage in a theater unless especially invited. Inside a law court the precise location of those involved in the legal process is an integral part of the design and an essential part of ensuring that the law is upheld.",2,3,train
"Mathematical models of flocks of birds and schools of fish and swarms of insects that move in unison demonstrate the same point: there is no central control of the movement of the group, but the group manifests a kind of collective intelligence that helps all within it to flee or discourage predators. This behavior does not reside within individual creatures but, rather, is a property of groups. Examination of flocks of birds “deciding” where to fly reveals that they move in a way that accounts for the intentions of all the birds, and, even more important, the direction of movement is usually the best choice for the flock. Each bird contributes a bit, and the flock’s concerted choice is better than an individual bird’s would be.",5,2,train
"Precision and determinacy are a necessary requirement for all meaningful scientific debate, and progress in the sciences is, to a large extent, the ongoing process of achieving ever greater precision. But historical representation puts a premium on a proliferation of representations, hence not on the refinement of one representation but on the production of an ever more varied set of representations. Historical insight is not a matter of a continuous “narrowing down” of previous options, not of an approximation of the truth, but, on the contrary, is an “explosion” of possible points of view. It therefore aims at the unmasking of previous illusions of determinacy and precision by the production of new and alternative representations, rather than at achieving truth by a careful analysis of what was right and wrong in those previous representations. And from this perspective, the development of historical insight may indeed be regarded by the outsider as a process of creating ever more confusion, a continuous questioning of certainty and precision seemingly achieved already, rather than, as in the sciences, an ever greater approximation to the truth.",2,3,train
"Information encountered after an event can influence subsequent remembering. External information can easily integrate into a witness’s memory, especially if the event was poorly encoded or the memory is from a distant event, in which case time and forgetting have degraded the original memory. With reduced information available in memory with which to confirm the validity of post-event misinformation, it is less likely that this new information will be rejected. Instead, especially when it fits the witness’s current thinking and can be used to create a story that makes sense to him or her, it may be integrated as part of the original experience. This process can be explicit (i.e., the witness knows it is happening), but it is often unconscious. That is, the witness might find himself or herself thinking about the event differently without awareness. Over time, the witness may not even know the source of information that led to the (new) memory. Sources of misinformation in forensic contexts can be encountered anywhere, from discussions with other witnesses to social media searches to multiple interviews with investigators or other legal professionals, and even in court.",1,2,train
"In trying to explain how different disciplines attempt to understand autobiographical memory the literary critic Daniel Albright said, “Psychology is a garden, literature is a wilderness.” He meant, I believe, that psychology seeks to make patterns, find regularity, and ultimately impose order on human experience and behavior. Writers, by contrast, dive into the unruly, untamed depths of human experiences. What he said about understanding memory can be extended to our questions about young children’s minds. If we psychologists are too bent on identifying the orderly pattern, the regularities of children’s minds, we may miss an essential and pervasive characteristic of our topic: the child’s more unruly and imaginative ways of talking and thinking. It is not only the developed writer or literary scholar who seems drawn toward a somewhat wild and idiosyncratic way of thinking; young children are as well. The psychologist interested in young children may have to venture a little more often into the wilderness in order to get a good picture of how children think.",1,3,train
"The narratives that people create to understand their landscapes come to be viewed as marketable entities and a source of income for residents. Landscapes with a strong place identity have an advantage in marketing to tourists, as it is relatively easy to compartmentalize and market their narratives. Such places may have disadvantages as well, however. If place identity is tied to a particular industry, local residents may feel strongly attached to the definitions of place that stem from involvement in that industry, and they may resist losing that identity in favor of one based on a tourism industry. People rooted in landscape may feel strong connections to other community members and may resent the invasion of outsiders who they believe are different and challenge their common identity. Finally, local residents may feel that this process reduces their identities to mere commercial transactions, and they may believe they sacrifice what is unique and special about their place.",1,3,train
"There has been a lot of discussion on why moths are attracted to light. The consensus seems to hold that moths are not so much attracted to lights as they are trapped by them. The light becomes a sensory overload that disorients the insects and sends them into a holding pattern. A hypothesis called the Mach band theory suggests that moths see a dark area around a light source and head for it to escape the light. Another theory suggests that moths perceive the light coming from a source as a diffuse halo with a dark spot in the center. The moths, attempting to escape the light, fly toward that imagined “portal,” bringing them closer to the source. As they approach the light, their reference point changes and they circle the light hopelessly trying to reach the portal. Everyone is familiar with moths circling their porch lights. Their flight appears to have no purpose, but they are, it is believed, trying to escape the pull of the light.",2,3,train
"An invention or discovery that is too far ahead of its time is worthless; no one can follow. Ideally, an innovation opens up only the next step from what is known and invites the culture to move forward one hop. An overly futuristic, unconventional, or visionary invention can fail initially (it may lack essential not-yet-invented materials or a critical market or proper understanding) yet succeed later, when the ecology of supporting ideas catches up. Gregor Mendel’s 1865 theories of genetic heredity were correct but ignored for 35 years. His sharp insights were not accepted because they did not explain the problems biologists had at the time, nor did his explanation operate by known mechanisms, so his discoveries were out of reach even for the early adopters. Decades later science faced the urgent questions that Mendel’s discoveries could answer. Now his insights were only one step away. Within a few years of one another, three different scientists each independently rediscovered Mendel’s forgotten work, which of course had been there all along.",4,3,train
"The Swiss psychologist Jean Piaget frequently analyzed children’s conception of time via their ability to compare or estimate the time taken by pairs of events. In a typical experiment, two toy cars were shown running synchronously on parallel tracks, one running faster and stopping further down the track. The children were then asked to judge whether the cars had run for the same time and to justify their judgment. Preschoolers and young school-age children confuse temporal and spatial dimensions: Starting times are judged by starting points, stopping times by stopping points and durations by distance, though each of these errors does not necessitate the others. Hence, a child may claim that the cars started and stopped running together (correct) and that the car which stopped further ahead, ran for more time (incorrect).",1,3,train
"City quality is so crucial for optional activities that the extent of staying activities can often be used as a measuring stick for the quality of the city as well as of its space. Many pedestrians in a city are not necessarily an indication of good city quality―many people walking around can often be a sign of insufficient transit options or long distances between the various functions in the city. Conversely, it can be claimed that a city in which many people are not walking often indicates good city quality. In a city like Rome, it is the large number of people standing or sitting in squares rather than walking that is conspicuous. And it’s not due to necessity but rather that the city quality is so inviting. It is hard to keep moving in city space with so many temptations to stay. In contrast are many new quarters and complexes that many people walk through but rarely stop or stay in.",1,3,train
"When people try to control situations that are essentially uncontrollable, they are inclined to experience high levels of stress. Thus, suggesting that they need to take active control is bad advice in those situations. What they need to do is to accept that some things are beyond their control. Similarly, teaching people to accept a situation that could readily be changed could be bad advice; sometimes the only way to get what you want is to take active control. Research has shown that when people who feel helpless fail to take control, they experience negative emotional states such as anxiety and depression. Like stress, these negative emotions can damage the immune response. We can see from this that health is not linearly related to control. For optimum health, people should be encouraged to take control to a point but to recognize when further control is impossible.",3,3,train
"How many of the lunches that you ate over the last week can you recall? Do you remember what you ate today? I hope so. Yesterday? I bet it takes a moment’s effort. And what about the day before yesterday? What about a week ago? It’s not so much that your memory of last week’s lunch has disappeared; if provided with the right cue, like where you ate it, or whom you ate it with, you would likely recall what had been on your plate. Rather, it’s difficult to remember last week’s lunch because your brain has filed it away with all the other lunches you’ve ever eaten as just another lunch. When we try to recall something from a category that includes as many instances as “lunch” or “wine,” many memories compete for our attention. The memory of last Wednesday’s lunch isn’t necessarily gone; it’s that you lack the right hook to pull it out of a sea of lunchtime memories. But a wine that talks: That’s unique. It’s a memory without rivals.",2,3,train
"From about ages eight through sixteen, our manual dexterity has strengthened through continually improving eye­hand coordination. There is considerable improvement in handwriting skills. We gain mastery over the mechanics of language. We also gradually eliminate the logical gaps in our stories―characteristic of our earlier stage of perception―as intense preoccupation with the whole vision gives way to preoccupation with correctness. As a result, our writing and oral storying become increasingly conventional and literal, with an accompanying loss of the spontaneity and originality that characterized our earlier efforts. At this stage our vocabulary is firmly grounded. We use words everyone else uses. We have little need to invent metaphors to communicate. By now we know that a star is “a hot gaseous mass floating in space” in contrast to our innocent stage, when we noticed, “Look that star is like a flower without a stem!”",1,3,train
"When two cultures come into contact, they do not exchange every cultural item. If that were the case, there would be no cultural differences in the world today. Instead, only a small number of cultural elements ever spread from one culture to another. Which cultural item is accepted depends largely on the item’s use and compatibility with already existing cultural traits. For example, it is not likely that men’s hair dyes designed to “get out the gray” will spread into parts of rural Africa where a person’s status is elevated with advancing years. Even when a(n) innovation is consistent with a society’s needs, there is still no guarantee that it will be accepted. For example, most people in the United States using US customary units (e.g., inch, foot, yard, mile, etc.) have resisted adopting the metric system even though making such a change would enable US citizens to interface with the rest of the world more efficiently.",2,3,train
"Perceived distance of objects that are far away from the observer is often assumed to be subject to some global limitation in the sense that the moon, the stars, and the sun are all perceived at the “sky”: that is, at about the same distance. This observation is related to the idea that visual space is not open but ends at visible surfaces or, indeed, the sky. Uexküll and Kriszat (1934) suggested that this is realized as a hard limit, which they call the “farthest plane.” If an observed person or object would walk beyond this farthest plane, it would no longer be perceived as moving further away, but rather as shrinking in size. This observation is actually quite common; if looking down from a high tower, for example, cars or even houses on the ground below may appear as if they were toys: that is, shrunk, presumably because they are perceived at the distance of the farthest plane while subtending a visual angle that corresponds to a larger distance. The farthest plane would thus mark the limit of the perception of size constancy.",2,3,train
"Some people argue that there is a single, logically consistent concept known as reading that can be neatly set apart from everything else people do with books. Is reading really that simple? The most productive way to think about reading is as a loosely related set of behaviors that belong together owing to family resemblances, as Ludwig Wittgenstein used the phrase, without having in common a single defining trait. Consequently, efforts to distinguish reading from nonreading are destined to fail because there is no agreement on what qualifies as reading in the first place. The more one tries to figure out where the border lies between reading and not-reading, the more edge cases will be found to stretch the term’s flexible boundaries. Thus, it is worth attempting to collect together these exceptional forms of reading into a single forum, one highlighting the challenges faced by anyone wishing to establish the boundaries where reading begins and ends. The attempt moves toward an understanding of reading as a spectrum that is expansive enough to accommodate the distinct reading activities.",2,2,train
"In the modern world, we look for certainty in uncertain places. We search for order in chaos, the right answer in ambiguity, and conviction in complexity. “We spend far more time and effort on trying to control the world,” best-selling writer Yuval Noah Harari says, “than on trying to understand it.” We look for the easy-to-follow formula. Over time, we lose our ability to interact with the unknown. Our approach reminds me of the classic story of the drunk man searching for his keys under a street lamp at night. He knows he lost his keys somewhere on the dark side of the street but looks for them underneath the lamp, because that’s where the light is. Our yearning for certainty leads us to pursue seemingly safe solutions—by looking for our keys under street lamps. Instead of taking the risky walk into the dark, we stay within our current state, however inferior it may be.",5,2,train
"To make plans for the future, the brain must have an ability to take certain elements of prior experiences and reconfigure them in a way that does not copy any actual past experience or present reality exactly. To accomplish that, the organism must go beyond the mere ability to form internal representations, the models of the world outside. It must acquire the ability to manipulate and transform these models. We can argue that tool-making, one of the fundamental distinguishing features of primate cognition, depends on this ability, since a tool does not exist in a ready-made form in the natural environment and has to be imagined in order to be made. The neural machinery for creating and holding ‘images of the future’ was a necessary prerequisite for tool-making, and thus for launching human civilization.",2,3,train
"There was nothing modern about the idea of men making women’s clothes―we saw them doing it for centuries in the past. In the old days, however, the client was always primary and her tailor was an obscure craftsman, perhaps talented but perhaps not. She had her own ideas like any patron, there were no fashion plates, and the tailor was simply at her service, perhaps with helpful suggestions about what others were wearing. Beginning in the late nineteenth century, with the hugely successful rise of the artistic male couturier, it was the designer who became celebrated, and the client elevated by his inspired attention. In a climate of admiration for male artists and their female creations, the dress-designer first flourished as the same sort of creator. Instead of the old rule that dressmaking is a craft, a modern connection between dress-design and art was invented that had not been there before.",4,3,train
"Externalization is the foundation from which many narrative conversations are built. This requires a particular shift in the use of language. Often externalizing conversations involve tracing the influence of the problem in a child’s life over time and how the problem has disempowered the child by limiting his ability to see things in a different light. The counsellor helps the child to change by deconstructing old stories and reconstructing preferred stories about himself and his life. To help the child to develop a new story, the counsellor and child search for times when the problem has not influenced the child or the child’s life and focus on the different ways the child thought, felt and behaved. These exceptions to the problem story help the child create a new and preferred story. As a new and preferred story begins to emerge, it is important to assist the child to hold on to, or stay connected to, the new story.",1,3,train
"Interest in extremely long periods of time sets geology and astronomy apart from other sciences. Geologists think in terms of billions of years for the age of Earth and its oldest rocks ― numbers that, like the national debt, are not easily comprehended. Nevertheless, the time scales of geological activity are important for environmental geologists because they provide a way to measure human impacts on the natural world. For example, we would like to know the rate of natural soil formation from solid rock to determine whether topsoil erosion from agriculture is too great. Likewise, understanding how climate has changed over millions of years is vital to properly assess current global warming trends. Clues to past environmental change are well preserved in many different kinds of rocks.",1,3,train
"Grief is unpleasant. Would one not then be better off without it altogether? Why accept it even when the loss is real? Perhaps we should say of it what Spinoza said of regret: that whoever feels it is “twice unhappy or twice helpless.” Laurence Thomas has suggested that the utility of “negative sentiments” (emotions like grief, guilt, resentment, and anger, which there is seemingly a reason to believe we might be better off without) lies in their providing a kind of guarantee of authenticity for such dispositional sentiments as love and respect. No occurrent feelings of love and respect need to be present throughout the period in which it is true that one loves or respects. One might therefore sometimes suspect, in the absence of the positive occurrent feelings, that one no longer loves. At such times, negative emotions like grief offer a kind of testimonial to the authenticity of love or respect.",1,3,train
"Knowing who an author is and what his or her likely intentions are in creating text or artwork is tremendously important to most of us. Not knowing who wrote, or created, some artwork is often very frustrating. Our culture places great worth on the identity of speakers, writers, and artists. Perhaps the single most important aspect of “authorship” is the vaguely apprehended presence of human creativity, personality, and authority that nominal authorship seems to provide. It is almost unthinkable for a visitor to an art museum to admire a roomful of paintings without knowing the names of the individual painters, or for a reader not to know who the writer is of the novel she is reading. Publishers proudly display authors’ names on the jackets, spines and title pages of their books. Book advertisements in The New York Review of Books and The New York Times Book Review regularly include pictures of authors and quote authors as they talk about their work, both of which show that our interest is as much in authors as in their books.",2,3,train
"One unspoken truth about creativity ― it isn’t about wild talent so much as it is about productivity. To find a few ideas that work, you need to try a lot that don’t. It’s a pure numbers game. Geniuses don’t necessarily have a higher success rate than other creators; they simply do more ― and they do a range of different things. They have more successes and more failures. That goes for teams and companies too. It’s impossible to generate a lot of good ideas without also generating a lot of bad ideas. The thing about creativity is that at the outset, you can’t tell which ideas will succeed and which will fail. So the only thing you can do is try to fail faster so that you can move onto the next idea.",4,3,train
"Scientific knowledge cannot account for correct aesthetic appreciation of nature because science represents natural objects as members of a specific class, rather than as individual entities. The science-based approach claims that aesthetically relevant properties are only those properties that all members of a natural kind share with each other. But this is not true. When we experience nature, we do not experience it as species, but as individual objects. And as separated into individual objects, nature can have aesthetic properties that are not entailed by its scientific description. Natural science can explain, for instance, the formation of the waterfall, but it has nothing to say about our experience of the majestic Victoria Falls when viewed at sunset, its reds and oranges countless and captivating; geology can explain the formation of the Ngorongoro Crater in Tanzania, but not its painful and breathtaking beauty at sunrise, the fog slowly lifting above the crater and a lone hippopotamus dark and heavy in the lake.",5,2,train
"A good deal of the information stored in working memory is encoded in an auditory form, especially when the information is language based. For example, in an early study by Conrad, adults were shown six-letter sequences, with letters being presented visually, one at a time, at intervals of three-fourths of a second. As soon as the last letter of a sequence had been presented, participants in the study wrote down all six of the letters they had seen, guessing at any letters they couldn’t easily recall. When people recalled letters incorrectly, the letters they said they had seen were more likely to resemble the actual stimuli in terms of how the letters sounded than how they looked. For example, the letter F was “remembered” as the auditorially similar letter S 131 times but as the visually similar letter P only 14 times. Similarly, the letter V was remembered as B 56 times but as X only 5 times.",2,3,train
"When trying to establish what is meant by digital preservation, the first question that must be addressed is: what are you actually trying to preserve? This is clear in the analog environment where the information content is inextricably fixed to the physical medium. In the digital environment, the medium is not part of the message. A bit stream looks the same to a computer regardless of the media it is read from. A physical carrier is necessary, but as long as the source media can be read, bit-perfect copies can be made cheaply and easily on other devices, making the preservation of the original carrier of diminishing importance. As the physical media that carry digital information are quite delicate relative to most analog media, it is expected that digital information will necessarily need to be migrated from one physical carrier to another as part of the ongoing preservation process. It is not the media itself but the information on the media that needs to be preserved.",3,3,train
"Politics cannot be suppressed, whichever policy process is employed and however sensitive and respectful of differences it might be. In other words, there is no end to politics. It is wrong to think that proper institutions, knowledge, methods of consultation, or participatory mechanisms can make disagreement go away. Theories of all sorts promote the view that there are ways by which disagreement can be processed or managed so as to make it disappear. The assumption behind those theories is that disagreement is wrong and consensus is the desirable state of things. In fact, consensus rarely comes without some forms of subtle coercion and the absence of fear in expressing a disagreement is a source of genuine freedom. Debates cause disagreements to evolve, often for the better, but a positively evolving debate does not have to equal a reduction in disagreement. The suppression of disagreement should never be made into a goal in political deliberation. A defense is required against any suggestion that political disagreement is not the normal state of things.",2,3,train
"The human brain cannot completely comprehend or appreciate all that it encounters in its lifespan. Even if a music lover kept his headphones on for every minute of every day for an entire year, he wouldn’t be able to listen to more than an eighth of all the albums that are released just in the United States in one year. Because we do not possess the capacity to give equal time to every artistic product that might come our way, we must rely on shortcuts. We may look for reviews and ratings of the latest movies before we decide which ones we’d like to see. We often let personal relationships guide our decisions about what art we allow into our lives. Also, we continually rely on the distribution systems through which we experience art ―museums, galleries, radio stations, television networks, etc.―to narrow the field of possibilities for us so that we don’t have to spend all of our energy searching for the next great thing.",1,3,train
"When trying to understand the role of the sun in ancient journeys, the sources become fewer and the journeys less well known. Herodotus writes about an exploratory voyage commissioned by the ancient Egyptian King Necho II in about 600 BC. Necho II reportedly ordered a Phoenician expedition to sail clockwise around Africa, starting at the Red Sea and returning to the mouth of the Nile. They were gone for three years. Herodotus writes that the Phoenicians, upon returning from their heroic expedition, reported that after sailing south and then turning west, they found the sun was on their right, the opposite direction to where they were used to seeing it or expecting it to be. Contemporary astronomical science was simply not strong enough to fabricate such an accurate, fundamental and yet prosaic detail of where the sun would be after sailing past the equator and into the southern hemisphere. It is this that leads many of today’s historians to conclude that the journey must have taken place.",1,3,train
"Concepts of nature are always cultural statements. This may not strike Europeans as much of an insight, for Europe’s landscape is so much of a blend. But in the new worlds― ‘new’ at least to Europeans―the distinction appeared much clearer not only to European settlers and visitors but also to their descendants. For that reason, they had the fond conceit of primeval nature uncontrolled by human associations which could later find expression in an admiration for wilderness. Ecological relationships certainly have their own logic and in this sense ‘nature’ can be seen to have a self-regulating but not necessarily stable dynamic independent of human intervention. But the context for ecological interactions has increasingly been set by humanity. We may not determine how or what a lion eats but we certainly can regulate where the lion feeds.",2,3,train
"With population growth slowing, the strongest force increasing demand for more agricultural production will be rising incomes, which are desired by practically all governments and individuals. Although richer people spend smaller proportions of their income on food, in total they consume more food ― and richer food, which contributes to various kinds of disease and debilitation. The changes in diet that usually accompany higher incomes will require relatively greater increases in the production of feed grains, rather than food grains, as foods of animal origin partly displace plant-based foods in people’s diets. It takes two to six times more grain to produce food value through animals than to get the equivalent value directly from plants. It is thus quite credible to estimate that in order to meet economic and social needs within the next three to five decades, the world should be producing more than twice as much grain and agricultural products as at present, but in ways that these are accessible to the food-insecure.",1,3,train
"One of the factors determining the use of technologies of communication will be the kinds of investments made in equipment and personnel; who makes them, and what they expect in return. There is no guarantee that the investment will necessarily be in forms of communication that are most appropriate for the majority of people. Because the ownership of investment funds tends to be in the hands of commercial organisations, the modernisation of communications infrastructure only takes place on the basis of potential profitability. Take, for example, the installation of fibre-optic communications cable across the African continent. A number of African nations are involved in the development but its operational structures will be oriented to those who can pay for access. Many states that might wish to use it for education and information may not only find it too expensive but also simply unavailable to them. There can be no doubt that the development has been led by investment opportunity rather than community demand.",2,3,train
"Today it often seems we remember very little. When I wake up, the first thing I do is check my day planner, which remembers my schedule so that I don’t have to. When I climb into my car, I enter my destination into the GPS, whose spatial memory supplants my own. When I sit down to work, I open up a notebook that holds the contents of my interviews. Now, thanks to the Internet, I rarely have to remember anything more than the right set of search terms to access humankind’s collective memory. Growing up, in the days when you still had to press seven buttons, or turn a clunky rotary dial, to make a telephone call, I could recall the numbers of all my close friends and family. Today, I’m not sure if I know more than four phone numbers by heart. And that’s probably more than most people do. Our gadgets eliminate the need to remember such things.",2,2,train
"All athletes have an innate preference for task­ or ego­involved goals in sport. These predispositions, referred to as task and ego goal orientations, are believed to develop throughout childhood largely due to the types of people the athletes come in contact with and the situations they are placed in. If children consistently receive parental praise depending on their effort and recognition for personal improvement from their coaches, and are encouraged to learn from their mistakes, then they are likely to foster a task orientation. It becomes natural for them to believe that success is associated with mastery, effort, understanding, and personal responsibility. The behavior of their role models in sport also affects this development. Such an environment is far different from one where children are shaped by rewards for winning (alone), praise for the best grades, criticism or non­selection despite making their best effort, or coaches whose style is to hand out unequal recognition. This kind of environment helps an ego orientation to flourish, along with the belief that ability and talent, not effort and personal endeavor, earn success.",4,3,train
"Lewis­Williams believes that the religious view of hunter groups was a contract between the hunter and the hunted. ‘The powers of the underworld allowed people to kill animals, provided people responded in certain ritual ways, such as taking fragments of animals into the caves and inserting them into the “membrane”.’ This is borne out in the San. Like other shamanistic societies, they have admiring practices between human hunters and their prey, suffused with taboos derived from extensive natural knowledge. These practices suggest that honouring may be one method of softening the disquiet of killing. It should be said that this disquiet needn’t arise because there is something fundamentally wrong with a human killing another animal, but simply because we are aware of doing the killing. And perhaps, too, because in some sense we ‘know’ what we are killing. We make sound guesses that the pain and desire for life we feel—our worlds of experience—have a counterpart in the animal we kill. As predators, this can create problems for us. One way to smooth those edges, then, is to view that prey with respect.",1,3,train
"People unknowingly sabotage their own work when they withhold help or information from others or try to undermine them lest they become more successful or get more credit than “me.” Cooperation is alien to the ego, except when there is a secondary motive. The ego doesn’t know that the more you include others, the more smoothly things flow and the more easily things come to you. When you give little or no help to others or put obstacles in their path, the universe ― in the form of people and circumstances ― gives little or no help to you because you have cut yourself off from the whole. The ego’s unconscious core feeling of “not enough” causes it to react to someone else’s success as if that success had taken something away from “me.” It doesn’t know that your resentment of another person’s success curtails your own chances of success. In order to attract success, you need to welcome it wherever you see it.",5,3,train
"It’s a common practice during creativity seminars to give participants a bag full of materials and then a problem to solve. The materials are usually everyday items. Their use is obvious to all. You are then to use those materials in whatever ways you want to solve the problem; however, there isn’t usually an obvious connection between the items and your problem. For instance, maybe you have to figure out how to create a communication device using a hammer, tape, a hairbrush, and a bag of marbles. Most people have a cognitive bias called functional fixedness that causes them to see objects only in their normal context. The use of the materials in their ordinary way will generally lead to no workable solutions. The really exciting solutions come from overcoming functional fixedness and using these everyday items in new ways. To see the possibilities it is helpful to take the viewpoint that nothing is what you think it is.",2,3,train
"Gordon Allport argued that history records many individuals who were not content with an existence that offered them little variety, a lack of psychic tension, and minimal challenge. Allport considers it normal to be pulled forward by a vision of the future that awakened within persons their drive to alter the course of their lives. He suggests that people possess a need to invent motives and purposes that would consume their inner energies. Similarly, Erich Fromm proposed a need on the part of humans to rise above the roles of passive creatures in an accidental if not random world. To him, humans are driven to transcend the state of merely having been created; instead, humans seek to become the creators, the active shapers of their own destiny. Rising above the passive and accidental nature of existence, humans generate their own purposes and thereby provide themselves with a true basis of freedom.",1,3,train
"Japanese used to have a color word, ao, that spanned both green and blue. In the modern language, however, ao has come to be restricted mostly to blue shades, and green is usually expressed by the word midori. When the first traffic lights were imported from the United States and installed in Japan in the 1930s, they were just as green as anywhere else. Nevertheless, in common parlance the go light was called ao shingoo, perhaps because the three primary colors on Japanese artists’ palettes are traditionally aka(red), kiiro(yellow), and ao. The label ao for a green light did not appear so out of the ordinary at first, because of the remaining associations of the word ao with greenness. But over time, the difference between the green color and the dominant meaning of the word ao began to feel awkward. Nations that are less assertive might have opted for the solution of simply changing the official name of the go light to midori. Not so the Japanese. Rather than alter the name to fit reality, the Japanese government announced in 1973 that reality should be altered to fit the name: henceforth, go lights would be a color that better corresponded to the dominant meaning of ao.",1,3,train
"Long before Walt Whitman wrote Leaves of Grass, poets had addressed themselves to fame. Horace, Petrarch, Shakespeare, Milton, and Keats all hoped that poetic greatness would grant them a kind of earthly immortality. Whitman held a similar faith that for centuries the world would value his poems. But to this ancient desire to live forever on the page, he added a new sense of fame. Readers would not simply attend to the poet’s work; they would be attracted to the greatness of his personality. They would see in his poems a vibrant cultural performance, an individual springing from the book with tremendous charisma and appeal. Out of the political rallies and electoral parades that marked Jacksonian America, Whitman defined poetic fame in relation to the crowd. Other poets might look for their inspiration from the goddess of poetry. Whitman’s poet sought the approval of his contemporaries. In the instability of American democracy, fame would be dependent on celebrity, on the degree to which the people rejoiced in the poet and his work.",4,3,train
"Enabling animals to operate in the presence of harmless stimuli is an almost universal function of learning. Most animals innately avoid objects they have not previously encountered. Unfamiliar objects may be dangerous; treating them with caution has survival value. If persisted in, however, such careful behavior could interfere with feeding and other necessary activities to the extent that the benefit of caution would be lost. A turtle that withdraws into its shell at every puff of wind or whenever a cloud casts a shadow would never win races, not even with a lazy rabbit. To overcome this problem, almost all animals habituate to safe stimuli that occur frequently. Confronted by a strange object, an inexperienced animal may freeze or attempt to hide, but if nothing unpleasant happens, sooner or later it will continue its activity. The possibility also exists that an unfamiliar object may be useful, so if it poses no immediate threat, a closer inspection may be worthwhile.",4,3,train
"The critic who wants to write about literature from a formalist perspective must first be a close and careful reader who examines all the elements of a text individually and questions how they come together to create a work of art. Such a reader, who respects the autonomy of a work, achieves an understanding of it by looking inside it, not outside it or beyond it. Instead of examining historical periods, author biographies, or literary styles, for example, he or she will approach a text with the assumption that it is a self-contained entity and that he or she is looking for the governing principles that allow the text to reveal itself. For example, the correspondences between the characters in James Joyce’s short story “Araby” and the people he knew personally may be interesting, but for the formalist they are less relevant to understanding how the story creates meaning than are other kinds of information that the story contains within itself.",4,3,train
"The commonsense understanding of the moral status of altruistic acts conforms to how most of us think about our responsibilities toward others. We tend to get offended when someone else or society determines for us how much of what we have should be given away; we are adults and should have the right to make such decisions for ourselves. Yet, when interviewed, altruists known for making the largest sacrifices—and bringing about the greatest benefits to their recipients—assert just the opposite. They insist that they had absolutely no choice but to act as they did. Organ donors, and everyday citizens who risk their own lives to save others in mortal danger are remarkably consistent in their explicit denials that they have done anything deserving of high praise as well as in their assurance that anyone in their shoes should have done exactly the same thing. To be sure, it seems that the more altruistic someone is, the more they are likely to insist that they have done no more than all of us would be expected to do, lest we shirk our basic moral obligation to humanity.",1,3,train
"Observational studies of humans cannot be properly controlled. Humans live different lifestyles and in different environments. Thus, they are insufficiently homogeneous to be suitable experimental subjects. These confounding factors undermine our ability to draw sound causal conclusions from human epidemiological surveys. Confounding factors are variables (known or unknown) that make it difficult for epidemiologists to isolate the effects of the specific variable being studied. For example, Taubes argued that since many people who drink also smoke, researchers have difficulty determining the link between alcohol consumption and cancer. Similarly, researchers in the famous Framingham study identified a significant correlation between coffee drinking and coronary heart disease. However, most of this correlation disappeared once researchers corrected for the fact that many coffee drinkers also smoke. If the confounding factors are known, it is often possible to correct for them. However, if they are unknown, they will undermine the reliability of the causal conclusions we draw from epidemiological surveys.",2,2,train
"Among the most fascinating natural temperature-regulating behaviors are those of social insects such as bees and ants. These insects are able to maintain a nearly constant temperature in their hives or mounds throughout the year. The constancy of these microclimates depends not just on the location and insulation of the habitat, but on the activity of the insects in the colony. When the surrounding temperature increases, the activity in the hive decreases, which decreases the amount of heat generated by insect metabolism. In fact, many animals decrease their activity in the heat and increase it in the cold, and people who are allowed to choose levels of physical activity in hot or cold environments adjust their workload precisely to body temperature. This behavior serves to avoid both hypothermia and hyperthermia.",1,3,train
